read_code	icd10_code
N3038	M869
N3039	M869
N303A	M869
N303B	M869
N303C	M869
N303D	M869
N303E	M869
N303z	M869
N304.	A180D M490A
N3040	A180D M490A
N3041	A180D M490A
N3042	A180D M490A
N3043	A180D M490A
N305.	A180D M900A
N3050	A180D M900A
N3051	A180D M900A
N3052	A180D M900A
N3053	A180D M900A
N3054	A180D M900A
N3055	A180D M900A
N3056	A180D M900A
N305z	A180D M900A
N306.	A180D M900A
N3060	A180D M900A
N3061	A180D M900A
N3062	A180D M900A
N3063	A180D M900A
N3064	A180D M900A
N3065	A180D M900A
N306z	A180D M900A
N307.	M896+B91X
N3070	M896+B91X
N3071	M896+B91X
N3072	M896+B91X
N3073	M896+B91X
N3074	M896+B91X
N3075	M896+B91X
N3076	M896+B91X
N3077	M896+B91X
N3078	M896+B91X
N3079	M896+B91X
N307z	M896+B91X
N308.	M862
N3080	M462
N3081	M462
N3082	M462
N3083	M462
N3084	M462
N309.	M862
N30y.	M902A
N30y0	M902A
N30y1	M902A
N30y2	M902A
N30y3	M902A
N30y4	M902A
N30y5	M902A
N30y6	M902A
N30y7	M902A
N30y8	M902A
N30y9	M902A
N30yz	M902A
N30z.	M869
N30z0	M869
N30z1	M869
N30z2	M869
N30z3	M869
N30z4	M869
N30z5	M869
N30z6	M869
N30z7	M869
N30z8	M869
N30z9	M869
N30zz	M869
N31..	M88-M90
N310.	M889
N3100	M888
N3101	M888
N3102	M888
N3103	M888
N3104	M888
N3105	M888
N3106	M888
N3107	M888
N3108	M888
N3109	M888
N310A	M888
N310B	M888
N310C	M888
N310D	M888
N310E	M888
N310F	M888
N310G	M888
N310H	M888
N310J	M888
N310K	M888
N310L	M888
N310M	M888
N310N	M888
N310P	M880
N310x	M888
N310y	M888
N310z	M889
N311.	M908A
N3110	M906A
N312.	M894
N31y.	M908A
N31z.	M908A
N32..	M91-M94
N320.	M420
N3200	M240
N3201	M420
N3202	M420
N320z	M420
N321.	M919
N3210	M919
N3211	M911
N3212	M910
N3213	M910
N3214	M910
N3215	M910
N3216	M912
N3217	M913
N321z	M919
N322.	M930
N3220	M930
N3221	M930
N3222	M930
N323.	M923
N3230	M923
N3231	M922
N3232	M920
N3233	M922
N3234	M920
N3235	M922
N3236	M921
N3237	M921
N323z	M921
N324.	M923
N3240	M928
N3241	M924
N3242	M925
N3243	M924
N3244	M925
N324z	M928
N325.	M928
N3250	M928
N3251	M926
N3252	M926
N3253	M927
N3254	M927
N3255	M926
N3256	M926
N325z	M928
N326.	M928
N3260	M929
N3261	M929
N3262	M929
N3263	M929
N326z	M929
N327.	M932
N3270	M932
N3271	M932
N3272	M932
N3273	M932
N3274	M932
N3275	M932
N3276	M932
N3277	M932
N3278	M932
N3279	M932
N327y	M932
N328.	M420
N32y.	M938
N32y0	M421
N32y1	M931
N32yz	M938
N32z.	M939
N32z0	M939
N32z1	M939
N32z2	M939
N32z3	M939
N32zz	M939
N330.	M819
N3300	M819
N3301	M818
N3302	M810
N3303	M815
N3304	M812
N3305	M814
N3306	M811
N3307	M813
N3308	M816
N3309	C900D M820A
N330A	M821A
N330B	M819
N330C	M816
N330D	M814
N330z	M819
N3310	M844
N3311	M844
N3312	M801
N3313	M802
N3314	M803
N3315	M804
N3316	M805
N3317	M907A
N3318	M809
N3319	M809
N331A	M809
N331B	M800
N331C	M844
N331D	M485
N331E	M485
N331F	M485
N331G	M485
N331H	M809
N331J	M809
N331K	M809
N331L	M809
N331M	M809
N331N	M844
N331y	M844
N331z	M844
N332.	M856
N3320	M856
N3321	M854
N3322	M855
N3323	M850
N3324	M858
N3325	E210
N332z	M856
N333.	M852
N3330	M852
N3331	M852
N333z	M852
N334.	M879
N3340	M879
N3341	M879
N3342	M879
N3343	M879
N3344	M879
N3345	M879
N3346	M879
N3347	M879
N3348	M870
N3349	M871
N334A	M872
N334B	M903A
N334C	M904A
N334z	M879
N335.	M853
N3350	M853
N336.	M940
N337.	M890
N3370	M812
N3371	M890
N3372	M890
N3373	M890
N3374	M890
N337z	M890
N338.	M84
N3380	M840
N3381	M841
N3382	M841
N3383	M841
N3384	M840
N3385	M840
N3386	M842
N338z	M849
N339.	M848
N33A.	M898
N33A0	M898
N33A1	M898
N33B.	M898
N33C.	M890
N33z.	M958
N33z0	M959
N33z1	M891
N33z2	M942
N33z3	M868
N33z4	M893
N33z5	M941
N33z6	M893
N33z7	M893
N33z8	M891
N33z9	M891
N33zA	M851
N33zB	M943
N33zC	M960
N33zD	M895
N33zE	M940
N33zF	M899
N33zG	M949
N33zH	M895
N33zJ	M948
N33zK	M895
N33zL	M869
N33zM	M898
N33zz	M959
N34..	M214
N340.	M214
N3400	M214
N3401	M214
N3402	Q665
N341.	M214
N34z.	M214
N35..	M20
N350.	M201
N351.	M203
N352.	M202
N353.	M203
N354.	M204
N355.	M205
N356.	Q668
N357.	M205
N358.	M204
N359.	M205
N35A.	M205
N35B.	M205
N35C.	M204
N35y.	M205
N35z.	M206
N36..	M218
N360.	M218
N3600	M219
N3601	M210
N3602	M211
N3603	M210
N3604	M211
N3605	M213
N3606	M215
N3607	M215
N360z	M219
N361.	M200
N362.	M200
N3620	M200
N3621	M200
N3622	M200
N3623	M212
N3624	M200
N3625	M200
N3626	M200
N362z	M200
N363.	M219
N3630	M218
N3631	M210
N3632	M211
N3633	M218
N3634	M218
N3635	M218
N363z	M218
N364.	M218
N3640	M210
N3641	M211
N364z	M218
N365.	M218
N366.	M218
N3660	M212
N367.	M216
N3670	M216
N3671	M215
N3672	M215
N3673	M216
N3674	M215
N3675	M216
N3676	M216
N3677	M216
N3678	M211
N3679	M210
N367A	M212
N367B	M245
N367C	M245
N367D	M245
N367E	M245
N367F	M212
N367G	M212
N367H	M212
N367J	M212
N367K	M212
N367L	M216
N367M	M216
N367N	M216
N367P	M216
N367Q	M216
N367z	M216
N368.	M218
N3680	M218
N3681	M218
N3682	M235
N369.	M212
N36A.	M213
N36y.	M218
N36y0	M217
N36y1	M217
N36y2	M959
N36y3	M218
N36y4	M218
N36y5	M218
N36y6	M219
N36y7	M219
N36y8	M219
N36y9	M219
N36yA	M200
N36yB	M955
N36yC	M218
N36yD	M228
N36yE	M218
N36yF	M218
N36yG	M216
N36yH	M216
N36yJ	M216
N36yK	M216
N36yL	M206
N36yM	Z899
N36yN	M218
N36yz	M219
N36z.	M219
N37..	M439
N370.	M400
N371.	M402
N3710	M400
N3711	M962
N3712	M963
N3713	M401
N371z	M402
N372.	M404
N3720	M404
N3721	M964
N3722	M964
N372z	M404
N373.	M419
N3730	M412
N3731	M412
N3732	M410
N3733	M410
N3734	M965
N3735	M413
N3736	M418
N3737	M411
N3738	M968
N3739	M968
N373z	M419
N374.	M439
N3740	M439
N3741	M402
N3742	M404
N3743	M415
N3744	M402
N3745	M402
N3746	M402
N3747	M404
N3748	M404
N3749	M404
N374A	M415
N374B	M414
N374C	M415
N374D	M415
N374E	M403
N374W	M405
N374X	M402
N374z	M439
N37y.	M438
N37z.	M439
N37z0	M402
N37zz	M439
N38..	M95
N380.	M950
N381.	M952
N382.	M953
N383.	M954
N3830	M954
N3831	M954
N3832	M954
N3833	M954
N383z	M954
N384.	M431
N3840	M431
N3841	M431
N3842	M431
N3843	M431
N385.	M439
N386.	M955
N387.	M951
N388.	M430
N38y.	M958
N38y0	M218
N38yz	M958
N38z.	M959
N39..	M999
N390.	M999
N391.	M999
N392.	M999
N393.	M999
N394.	M999
N395.	M999
N396.	M999
N397.	M999
N398.	M999
N399.	M999
N39z.	M999
N3y..	M959
N3y0.	M99
N3y00	M990
N3y01	M991
N3y02	M992
N3y03	M993
N3y04	M994
N3y05	M995
N3y06	M996
N3y07	M997
N3z..	M959
Ny...	M959
Ny2..	M708
Ny20.	M708+Y96X
Nyu0.	M00-M03
Nyu00	M002
Nyu01	M008
Nyu02	M018A
Nyu03	M028
Nyu04	M032A
Nyu05	M036A
Nyu1.	M05-M14
Nyu10	M053D
Nyu11	M058
Nyu12	M068
Nyu13	M073A
Nyu14	M076A
Nyu15	M088
Nyu16	M098A
Nyu17	M104
Nyu18	M112
Nyu19	M118
Nyu1A	M128
Nyu1B	M138
Nyu1C	M140A
Nyu1D	M141A
Nyu1E	M145A
Nyu1F	M148A
Nyu1G	M059
Nyu2.	M15-M19
Nyu20	M158
Nyu21	M161
Nyu22	M163
Nyu23	M165
Nyu24	M166
Nyu25	M171
Nyu26	M173
Nyu27	M174
Nyu28	M175
Nyu29	M181
Nyu2A	M183
Nyu2B	M184
Nyu2C	M185
Nyu2D	M198
Nyu2E	M167
Nyu2F	M191
Nyu3.	M20-M25
Nyu30	M203
Nyu31	M204
Nyu32	M205
Nyu33	M216
Nyu34	M218
Nyu35	M223
Nyu36	M228
Nyu37	M233
Nyu38	M236
Nyu39	M238
Nyu3A	M241
Nyu3B	M248
Nyu3C	M253
Nyu3D	M258
Nyu3E	M229
Nyu4.	M30-M36
Nyu40	M308
Nyu41	M316
Nyu42	M318
Nyu43	M328
Nyu44	M331
Nyu45	M348
Nyu46	M351
Nyu47	M358
Nyu48	M360A
Nyu49	M361A
Nyu4A	M363A
Nyu4B	M364A
Nyu4C	M368A
Nyu4D	M319
Nyu4E	M339
Nyu4F	M351
Nyu5.	M40-M43
Nyu50	M401
Nyu51	M402
Nyu52	M404
Nyu53	M412
Nyu54	M415
Nyu55	M418
Nyu56	M432
Nyu57	M434
Nyu58	M435
Nyu59	M438
Nyu5A	M405
Nyu5B	M429
Nyu6.	M45-M49
Nyu60	M465
Nyu61	M468
Nyu62	M471
Nyu63	M472
Nyu64	M478
Nyu65	M488
Nyu66	M493A
Nyu67	M495A
Nyu68	M498A
Nyu69	M489
Nyu7.	M50-M54
Nyu70	M502
Nyu71	M503
Nyu72	M508
Nyu73	M510D
Nyu74	M511D G551A
Nyu75	M512
Nyu76	M513
Nyu77	M518
Nyu78	M533
Nyu79	M538
Nyu7A	M548
Nyu7B	M509
Nyu8.	M60-M63
Nyu80	M608
Nyu81	M614
Nyu82	M615
Nyu83	M621
Nyu84	M625
Nyu85	M628
Nyu86	M630A
Nyu87	M631A
Nyu88	M632A
Nyu89	M633A
Nyu8A	M638A
Nyu8B	M629
Nyu9.	M65-M68
Nyu90	M651
Nyu91	M658
Nyu92	M664
Nyu93	M671
Nyu94	M678
Nyu95	M680A
Nyu96	M688A
Nyu97	M672
NyuA.	M70-M79
NyuA0	M703
NyuA1	M705
NyuA2	M707
NyuA3	M708
NyuA4	M711
NyuA5	M713
NyuA6	M715
NyuA7	M718
NyuA8	M729
NyuA9	M728
NyuAA	M738A
NyuAB	M758
NyuAC	M768
NyuAD	M775
NyuAE	M778
NyuAF	M798
NyuAG	M709
NyuAH	M729
NyuAJ	M769
NyuB.	M80-M85
NyuB0	M808
NyuB1	M818
NyuB2	M828A
NyuB3	M835
NyuB4	M838
NyuB5	M848
NyuB6	M856
NyuB7	M858
NyuB8	M809
NyuB9	M839
NyuBA	M859
NyuBB	M858
NyuBC	M858
NyuC.	M86-M90
NyuC0	M861
NyuC1	M865
NyuC2	M866
NyuC3	M868
NyuC4	M873
NyuC5	M878
NyuC6	M892
NyuC7	M894
NyuC8	M898
NyuC9	M901A
NyuCA	M902A
NyuCB	M904A
NyuCC	M905A
NyuCD	M906A
NyuCE	M907A
NyuCF	M908A
NyuD.	M91-M94
NyuD0	M918
NyuD1	M923
NyuD2	M928
NyuD3	M938
NyuD4	M948
NyuDE	M949
NyuE.	M95-M99
NyuE0	M958
NyuE1	M966
NyuE2	M968
NyuE3	M998
NyuE4	M969
NyX..	M969
Nz...	M959
P....	Q899
P0...	Q00
P00..	Q000
P000.	Q000
P001.	Q000
P002.	Q000
P00y.	Q000
P00z.	Q000
P01..	Q001
P02..	Q002
P020.	Q002
P021.	Q002
P02z.	Q002
P0z..	Q00
P1...	Q059
P10..	Q054
P100.	Q054
P1000	Q054
P1001	Q050
P1002	Q051
P1003	Q052
P100z	Q054
P101.	Q070
P1010	Q070
P1011	Q070
P1012	Q070
P1013	Q070
P102.	Q054
P1020	Q054
P1021	Q050
P1022	Q051
P1023	Q053
P1024	Q053
P102z	Q054
P103.	Q054
P1030	Q054
P1031	Q050
P1032	Q051
P1033	Q052
P1034	Q053
P103z	Q054
P104.	Q054
P105.	Q054
P10y.	Q054
P10y0	Q054
P10yz	Q054
P10z.	Q054
P11..	Q059
P110.	Q059
P1100	Q059
P1101	Q055
P1102	Q056
P1103	Q057
P110z	Q059
P111.	Q059
P1110	Q059
P1111	Q055
P1112	Q056
P111z	Q059
P112.	Q059
P1120	Q059
P1121	Q055
P1122	Q056
P1123	Q057
P112z	Q059
P113.	Q059
P1130	Q059
P1131	Q055
P1132	Q056
P1133	Q057
P113z	Q059
P114.	Q059
P1140	Q059
P1141	Q055
P1142	Q056
P1143	Q057
P114z	Q059
P115.	Q059
P1150	Q059
P1151	Q055
P1152	Q056
P1153	Q057
P115z	Q059
P116.	Q059
P1160	Q059
P1161	Q055
P1162	Q056
P1163	Q057
P116z	Q059
P117.	Q059
P1170	Q059
P1171	Q055
P1172	Q056
P1173	Q057
P1174	Q058
P117z	Q059
P118.	Q059
P1180	Q059
P1181	Q055
P1182	Q056
P1183	Q057
P1184	Q058
P118z	Q059
P11y.	Q059
P11z.	Q059
P1z..	Q059
P2...	Q01-Q07
P20..	Q019
P200.	Q019
P201.	Q019
P202.	Q019
P203.	Q019
P204.	Q019
P205.	Q010
P206.	Q011
P20z.	Q019
P20z0	Q012
P20z1	Q018
P21..	Q02X
P210.	Q02X
P211.	Q02X
P21z.	Q02X
P22..	Q043
P220.	Q043
P221.	Q043
P222.	Q043
P223.	Q043
P224.	Q041
P225.	Q042
P226.	Q043
P2260	Q043
P227.	Q049
P2270	Q043
P2271	Q043
P227z	Q049
P228.	Q040
P2280	Q040
P2281	Q040
P2282	Q040
P2283	Q040
P228z	Q040
P229.	Q048
P22A.	Q049
P22A0	Q043
P22A1	Q043
P22A2	Q043
P22Az	Q043
P22y.	Q043
P22y0	Q042
P22y1	Q043
P22y2	Q043
P22y3	Q043
P22yz	Q043
P22z.	Q043
P23..	Q039
P230.	Q030
P2300	Q030
P2301	Q030
P2302	Q030
P230z	Q030
P231.	Q031
P232.	Q031
P233.	Q031
P234.	Q043
P235.	Q038
P23y.	Q038
P23z.	Q039
P24..	Q04
P240.	Q046
P2400	Q046
P2401	Q046
P2402	Q046
P240z	Q046
P241.	Q753
P242.	Q048
P243.	Q046
P244.	Q048
P245.	Q048
P246.	Q044
P247.	Q048
P248.	Q048
P249.	Q045
P24A.	Q045
P24x.	Q049
P24z.	Q048
P25..	Q068
P250.	Q062
P251.	Q064
P252.	Q068
P25y.	Q069
P25y0	Q060
P25y1	Q061
P25y2	Q069
P25y3	Q063
P25y4	Q061
P25yz	Q068
P25z.	Q069
P26..	Q078
P2x..	Q078
P2x0.	Q078
P2x1.	Q078
P2x2.	G901
P2x3.	Q078
P2x4.	Q078
P2x5.	G901
P2x6.	Q078
P2x7.	Q078
P2x8.	Q079
P2xz.	Q078
P2xz0	Q078
P2xz1	Q159
P2y..	Q079
P2y0.	Q049
P2y1.	Q069
P2yz.	Q079
P2z..	Q079
P3...	Q10-Q15
P30..	Q111
P300.	Q111
P3001	Q111
P3002	Q111
P300z	Q111
P301.	Q110
P302.	Q870
P303.	Q111
P30z.	Q111
P31..	Q112
P310.	Q112
P3100	Q112
P3101	Q112
P3102	Q112
P310z	Q112
P311.	Q112
P312.	Q112
P313.	Q112
P31z.	Q112
P32..	Q150
P320.	Q150
P3200	Q150
P3201	Q150
P320z	Q150
P321.	Q150
P322.	Q150
P3220	Q158
P3221	Q158
P322z	Q150
P32z.	Q150
P33..	Q129
P330.	Q120
P331.	Q120
P3310	Q120
P3311	Q120
P331z	Q120
P332.	Q120
P3320	Q120
P3321	Q120
P332z	Q120
P333.	Q120
P334.	Q120
P3340	Q120
P3341	Q120
P334z	Q120
P335.	Q123
P336.	Q128
P3360	Q128
P3361	Q124
P3362	Q122
P336z	Q129
P337.	Q121
P33y.	Q129
P33y0	Q120
P33y1	Q120
P33yz	Q128
P33z.	Q129
P34..	Q139
P340.	Q134
P3400	Q134
P3401	Q134
P3402	Q134
P340z	Q134
P341.	Q133
P3410	Q133
P3411	Q133
P341z	Q133
P342.	Q138
P3420	Q150
P3421	Q134
P3422	Q138
P3423	Q134
P342z	Q139
P343.	Q131
P344.	Q132
P3440	Q132
P3441	Q132
P3442	Q130
P3443	Q132
P3444	Q132
P3445	Q132
P3446	Q132
P344z	Q132
P345.	Q138
P3450	Q135
P345z	Q138
P346.	Q139
P34y.	Q138
P34z.	Q139
P35..	Q149
P350.	Q140
P3500	Q140
P350z	Q140
P351.	Q148
P352.	Q148
P353.	Q148
P3530	Q148
P3531	Q148
P353z	Q148
P354.	Q141
P355.	Q141
P3550	Q141
P3551	Q141
P3552	Q141
P355z	Q141
P356.	Q142
P3560	Q142
P356z	Q142
P357.	Q148
P3570	Q141
P3571	Q141
P3572	Q141
P357z	Q148
P358.	Q143
P3580	Q143
P358z	Q143
P35y.	Q148
P35z.	Q149
P36..	Q10
P360.	Q100
P361.	Q103
P3610	Q103
P3611	Q103
P3612	Q102
P3613	Q101
P3614	Q103
P3615	Q103
P361z	Q103
P362.	Q103
P3620	Q103
P3621	Q103
P3622	Q103
P3623	Q103
P362z	Q103
P363.	Q106
P364.	Q106
P3640	Q104
P3641	Q104
P3642	Q106
P3643	Q105
P3644	Q105
P364y	Q106
P364z	Q106
P365.	Q107
P36z.	Q159
P36z0	Q103
P36z1	Q158
P36zz	Q159
P37..	Q113
P3y..	Q158
P3y0.	E703
P3yz.	Q159
P3z..	Q159
P4...	Q16-Q18
P40..	Q169
P400.	Q169
P401.	Q160
P4010	Q160
P4011	Q161
P4012	Q161
P4013	Q160
P401z	Q161
P402.	Q161
P4020	Q161
P4021	Q161
P402z	Q161
P403.	Q164
P4030	Q164
P4031	Q164
P403z	Q164
P404.	Q163
P4040	Q163
P404z	Q163
P405.	Q165
P4050	Q165
P4051	Q165
P405z	Q165
P40z.	Q169
P40z0	Q169
P40zz	Q169
P41..	Q170
P410.	Q170
P411.	Q170
P412.	Q170
P413.	Q170
P414.	Q170
P41z.	Q170
P42..	Q178
P420.	Q178
P421.	Q171
P422.	Q172
P423.	Q164
P4230	Q162
P4231	Q164
P423z	Q164
P42z.	Q178
P42z0	Q175
P42z1	Q178
P42z2	Q173
P42z3	Q175
P42z4	Q173
P42z5	Q173
P42z6	Q174
P42zz	Q178
P43..	Q179
P44..	Q18
P440.	Q180
P4400	Q180
P4401	Q180
P4402	Q180
P4403	Q180
P440z	Q180
P441.	Q180
P442.	Q181
P443.	Q181
P4430	Q181
P4431	Q181
P443z	Q181
P444.	Q181
P44y.	Q182
P44z.	Q182
P44z0	Q181
P44z1	Q181
P44zz	Q182
P45..	Q183
P450.	Q183
P451.	Q183
P45z.	Q183
P4y..	Q188
P4y0.	Q186
P4y1.	Q187
P4y2.	Q184
P4y3.	Q185
P4y4.	Q188
P4y5.	Q188
P4yz.	Q188
P4z..	Q189
P4z0.	Q189
P4z1.	Q189
P5...	Q20-Q21
P50..	Q200
P500.	Q214
P501.	Q214
P502.	Q200
P50z.	Q200
P51..	Q203
P510.	Q203
P511.	Q201
P5110	Q201
P5111	Q203
P5112	Q203
P5113	Q201
P511z	Q201
P512.	Q205
P51y.	Q203
P51z.	Q203
P52..	Q213
P520.	Q213
P521.	Q218
P52z.	Q213
P53..	Q204
P54..	Q210
P540.	Q210
P541.	Q210
P542.	Q208
P543.	I278
P544.	Q210
P545.	Q210
P54y.	Q210
P54z.	Q210
P55..	Q211
P550.	Q211
P551.	Q211
P552.	Q211
P553.	Q211
P55y.	Q211
P55z.	Q211
P56..	Q212
P560.	Q212
P561.	Q212
P56y.	Q212
P56z.	Q212
P56z0	Q211
P56z1	Q212
P56z2	Q212
P56zz	Q212
P57..	Q208
P58..	Q202
P59..	Q206
P5X..	Q209
P5y..	Q218
P5z..	Q219
P6...	Q24
P60..	Q223
P600.	Q223
P601.	Q220
P6010	Q223
P601z	Q220
P602.	Q221
P6020	Q221
P6021	Q221
P602z	Q221
P603.	Q226
P60z.	Q223
P60z0	Q222
P60z1	Q223
P60z2	Q223
P60zz	Q223
P61..	Q224
P610.	Q224
P611.	Q224
P61z.	Q224
P62..	Q225
P63..	Q230
P64..	Q231
P640.	Q231
P641.	Q231
P64z.	Q231
P65..	Q232
P650.	Q232
P651.	Q232
P652.	Q238
P653.	Q238
P65z.	Q232
P66..	Q233
P67..	Q234
P68..	Q249
P69..	Q248
P6W..	Q239
P6X..	Q229
P6y..	Q248
P6y0.	Q244
P6y1.	Q242
P6y2.	Q243
P6y3.	Q249
P6y30	Q248
P6y31	Q248
P6y3z	Q249
P6y4.	Q245
P6y40	Q245
P6y41	Q245
P6y42	Q245
P6y43	Q245
P6y44	Q245
P6y45	Q245
P6y46	Q245
P6y4z	Q245
P6y5.	Q246
P6y50	Q246
P6y51	Q246
P6y52	Q246
P6y5z	Q246
P6y6.	Q248
P6y60	Q240
P6y61	Q241
P6y62	Q248
P6y63	Q248
P6y64	Q248
P6y6z	Q248
P6y7.	Q248
P6y8.	Q248
P6yy.	Q248
P6yy0	Q245
P6yy1	Q245
P6yy2	Q248
P6yy3	Q248
P6yy4	Q248
P6yy5	Q248
P6yy6	Q245
P6yy7	Q248
P6yy8	Q208
P6yy9	Q248
P6yyA	Q248
P6yyB	Q248
P6yyC	Q232
P6yyD	Q248
P6yyz	Q248
P6z..	Q249
P6z0.	Q249
P6z1.	Q248
P6z10	Q208
P6z11	Q248
P6z1z	Q248
P6z2.	Q249
P6z3.	Q249
P6zz.	Q249
P7...	Q25-Q28
P70..	Q250
P71..	Q251
P710.	Q254
P711.	Q251
P712.	Q251
P713.	Q254
P71z.	Q251
P72..	Q254
P720.	Q254
P721.	Q254
P7210	Q254
P7211	Q203
P7212	Q254
P7213	Q254
P7214	Q254
P7215	Q254
P7216	Q254
P7217	Q254
P721z	Q254
P722.	Q254
P7220	Q254
P7221	Q254
P7222	Q254
P7223	Q253
P7224	Q253
P7225	Q252
P722z	Q254
P72z.	Q254
P72z0	Q254
P72z1	Q254
P72zz	Q254
P73..	Q257
P730.	Q257
P731.	Q257
P732.	Q255
P733.	Q256
P734.	Q257
P735.	Q256
P736.	Q257
P737.	Q257
P738.	Q255+Q219
P73y.	Q257
P73z.	Q257
P74..	Q26
P740.	Q269
P7400	Q264
P7401	Q269
P740z	Q269
P741.	Q262
P7410	Q262
P7411	Q262
P741z	Q262
P742.	Q263
P743.	Q265
P744.	Q266
P74z.	Q268
P74z0	Q268
P74z1	Q268
P74z2	Q260
P74z3	Q260
P74z4	Q268
P74z5	Q261
P74z6	Q268
P74z7	Q264
P74z8	Q263
P74zz	Q268
P75..	Q270
P750.	Q270
P751.	Q270
P752.	Q270
P753.	Q270
P75z.	Q270
P76..	Q278
P760.	Q278
P761.	Q279
P762.	Q278
P763.	Q278
P764.	Q279
P765.	Q278
P766.	Q273
P767.	Q273
P768.	Q274
P769.	Q278
P7690	Q271
P76A.	Q278
P76B.	Q272
P76C.	Q272
P76C0	Q272
P76Cz	Q272
P76D.	Q273
P76E.	Q278
P76y.	Q278
P76y0	Q278
P76y1	Q278
P76yz	Q278
P76z.	Q279
P77..	Q280
P7W..	Q289
P7X..	Q259
P7y..	Q288
P7y0.	Q283
P7y00	Q283
P7y01	Q282
P7y02	Q283
P7y03	Q283
P7y04	Q283
P7y0y	Q283
P7y0z	Q283
P7yz.	Q283
P7yz0	Q278
P7yz1	Q288
P7yzz	Q288
P7z..	Q288
P8...	Q349
P80..	Q300
P800.	Q300
P801.	Q300
P802.	Q300
P803.	Q300
P804.	Q300
P80z.	Q300
P81..	Q308
P810.	Q309
P811.	Q301
P8110	Q301
P8111	Q301
P811z	Q301
P812.	Q308
P813.	Q302
P814.	Q309
P815.	Q302
P816.	Q308
P817.	Q303
P818.	Q302
P819.	Q301
P81z.	Q308
P82..	Q310
P820.	Q310
P821.	Q310
P822.	Q310
P82z.	Q310
P83..	Q31-Q32
P830.	Q348
P8300	Q324
P8301	Q318
P8302	Q321
P830z	Q348
P831.	Q348
P8310	Q318
P8311	Q318
P8312	Q318
P8313	Q321
P8314	Q320
P8315	Q312
P8316	Q318
P8317	Q315
P831z	Q348
P832.	Q348
P8320	Q318
P8321	Q318
P8322	Q318
P8323	Q318
P832z	Q348
P833.	Q348
P8330	Q318
P8331	Q321
P8332	Q323
P8333	Q311
P8334	Q318
P833z	Q348
P83y.	Q348
P83y0	Q318
P83y1	Q321
P83y2	Q321
P83y3	Q313
P83y4	Q324
P83y5	Q321
P83y6	Q318
P83y7	Q318
P83y8	Q324
P83y9	P288
P83yA	Q318
P83yB	Q322
P83yw	Q318
P83yx	Q321
P83yX	Q319
P83yy	Q324
P83yz	Q348
P83z.	Q349
P84..	Q330
P840.	Q330
P841.	Q330
P842.	Q330
P843.	Q330
P844.	Q338
P84y.	Q330
P84z.	Q330
P85..	Q339
P850.	Q333
P851.	Q336
P852.	Q332
P853.	Q333
P8530	Q333
P8531	Q333
P853z	Q333
P85y.	Q339
P85y0	Q338
P85yz	Q339
P85z.	Q339
P86..	Q338
P860.	Q339
P861.	Q334
P86y.	Q338
P86y0	Q331
P86y1	Q331
P86y2	Q331
P86y3	Q335
P86yz	Q338
P86z.	Q339
P8y..	Q34
P8y0.	Q340
P8y1.	Q340
P8y2.	Q348
P8y3.	Q341
P8y4.	Q820
P8yz.	Q348
P8z..	Q349
P9...	Q379
P90..	Q35
P900.	Q359
P901.	Q355
P902.	Q353
P905.	Q355
P906.	Q355
P907.	Q355
P908.	Q353
P909.	Q357
P90C.	Q351
P90z.	Q359
P91..	Q369
P910.	Q369
P911.	Q369
P912.	Q369
P913.	Q360
P914.	Q360
P915.	Q361
P91z.	Q369
P92..	Q379
P920.	Q379
P921.	Q375
P922.	Q373
P923.	Q374
P924.	Q372
P925.	Q375
P926.	Q373
P928.	Q355
P92A.	Q370
P92B.	Q371
P92z.	Q379
P9z..	Q379
PA...	Q38-Q40
PA0..	Q381
PA1..	Q383
PA10.	Q383
PA11.	Q383
PA12.	Q383
PA13.	Q383
PA14.	Q382
PA15.	Q383
PA16.	Q383
PA17.	Q383
PA18.	Q383
PA1z.	Q383
PA2..	Q38
PA20.	Q384
PA21.	Q384
PA22.	Q384
PA23.	Q384
PA24.	Q380
PA25.	Q386
PA250	Q385
PA251	Q385
PA25y	Q385
PA25z	Q386
PA26.	Q387
PA27.	Q388
PA270	Q388
PA271	Q388
PA27z	Q388
PA28.	Q384
PA29.	Q384
PA2A.	Q380
PA2A0	Q380
PA2Az	Q380
PA2z.	Q388
PA3..	Q39
PA30.	Q390
PA31.	Q393
PA32.	Q392
PA320	Q392
PA321	Q392
PA32z	Q392
PA33.	Q390
PA34.	Q394
PA35.	Q398
PA36.	Q398
PA37.	Q391
PA3y.	Q399
PA3z.	Q399
PA4..	Q398
PA40.	Q395
PA41.	Q398
PA42.	Q396
PA43.	Q398
PA44.	Q395
PA45.	Q396
PA4z.	Q398
PA5..	Q400
PA50.	Q400
PA51.	Q400
PA52.	Q400
PA5y.	Q400
PA5z.	Q400
PA6..	Q401
PA7..	Q402
PA70.	Q395
PA71.	Q402
PA72.	Q402
PA73.	Q402
PA74.	Q402
PA75.	Q402
PA76.	Q402
PA77.	Q402
PA78.	Q402
PA7z.	Q402
PAy..	Q408
PAz..	Q409
PAz0.	Q409
PAz1.	Q399
PAz2.	Q403
PAzz.	Q409
PB...	Q41-Q45
PB0..	Q430
PB00.	Q430
PB01.	Q430
PB02.	Q430
PB03.	Q430
PB0z.	Q430
PB1..	Q419
PB10.	Q419
PB100	Q419
PB101	Q410
PB102	Q412
PB103	Q411
